date,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapitalCommonStock,AllocatedShareBasedCompensationExpense,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfRevenue,EmployeeRelatedLiabilitiesCurrent,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestCostsCapitalized,InterestExpense,InventoryNet,InventoryWriteDown,InvestmentIncomeInterest,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,NoncurrentAssets,OperatingExpenses,OperatingIncomeLoss,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherLiabilitiesNoncurrent,OtherNonoperatingIncomeExpense,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,ProductWarrantyAccrualPreexistingIncreaseDecrease,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,StandardProductWarrantyAccrual,StandardProductWarrantyAccrualPayments,StandardProductWarrantyAccrualWarrantiesIssued,StockholdersEquity,TaxesPayableCurrent,UnrecognizedTaxBenefits,current_ratio,quick_ratio,cash_ratio,working_capital,accounts_receivable_turnover,days_sales_outstanding,inventory_turnover,days_inventory_outstanding,accounts_payable_turnover,days_payable_outstanding,cash_conversion_cycle,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_assets,return_on_equity,debt_to_equity_ratio,debt_to_assets_ratio,interest_coverage_ratio,operating_expense_ratio,rd_to_revenue_ratio,sga_to_revenue_ratio,fixed_asset_turnover,total_asset_turnover,capital_expenditure_ratio,compensation_efficiency,warranty_reserve_ratio,depreciation_rate,operating_cash_flow_to_net_income_ratio,effective_tax_rate,revenue_growth_rate,net_income_growth_rate,asset_growth_rate,accrual_ratio,cash_flow_to_revenue_ratio,return_on_invested_capital,cash_return_on_capital_invested,fixed_assets_to_long_term_debt_ratio,non_current_asset_turnover,quarterly_gross_profit_stability,revenue_to_expense_growth_differential,quarterly_cash_flow_quality,dividend_payout_ratio,stock_based_compensation_to_operating_expense_ratio,financial_leverage_index,asset_coverage_ratio,quarterly_margin_expansion,asset_utilization_ratio,capacity_utilization_proxy,altman_z_score,dupont_analysis_roe,economic_value_added,rd_efficiency_ratio,innovation_investment_ratio,revenue_momentum,earnings_momentum,quarterly_earnings_quality_index,non_operating_items_ratio,revenues_qoq_growth,revenues_yoy_growth,revenues_ttm,revenues_acceleration,revenues_seasonal_index,revenues_moving_avg,revenues_run_rate,revenues_volatility,revenues_seasonal_dependency,net_income_qoq_growth,net_income_yoy_growth,net_income_ttm,net_income_acceleration,net_income_seasonal_index,net_income_moving_avg,net_income_run_rate,net_income_volatility,assets_qoq_growth,assets_yoy_growth,assets_ttm,operating_income_qoq_growth,operating_income_yoy_growth,operating_income_ttm,cash_qoq_growth,cash_yoy_growth,equity_qoq_growth,equity_yoy_growth,liabilities_qoq_growth,liabilities_yoy_growth,quarterly_operating_leverage,quarterly_cash_burn_rate,revenues_ytd,netincomeloss_ytd,operatingincomeloss_ytd,long_term_revenue_cagr,operating_margin_trend
2011-Q2,28951000.0,6710000.0,32222000.0,-24000.0,1806617000.0,5926000.0,386082000.0,235886000.0,69627000.0,95000.0,-254414000.0,39104000.0,8905000.0,10113000.0,-67909000.0,127000.0,1484000.0,2978000.0,1548000.0,856000.0,700000.0,694000.0,45182000.0,351000.0,95000.0,179034000.0,386082000.0,85565000.0,42321000.0,-17068000.0,-47576000.0,-68036000.0,2372000.0,310170000.0,67473000.0,-57360000.0,22730000.0,-16147000.0,12274000.0,-9950000.0,15287000.0,10839000.0,580000.0,3174000.0,330636000.0,114636000.0,28681000.0,-414982000.0,49217000.0,38792000.0,9502000.0,5417000.0,-576000.0,963000.0,207048000.0,967000.0,15596000.0,2.7568047683047974,2.2287617600654475,0.8137322503360018,150321000.0,7.334873323397914,49.762277261921696,0.8654774025054225,421.7325593289689,1.3506960035922766,270.2310505319149,201.2637860589757,20.54777820671719,-116.54509620659528,-138.2367881016722,-17.622163167410033,-32.860013137050345,0.8646980410339632,0.4637201423531789,-603.7894736842105,137.09287441331247,58.274579921571814,78.81829449174066,0.42933284483059425,0.12747810050714614,-0.2246898700687871,12.040555092752504,11.006359591198162,9.74546026446001,-0.05635251925451232,-0.18701497592366254,,,,-0.18615216456607664,0.07789991263181421,-14.315329914780195,0.012758013689741346,1.2264601097690144,0.32768515806013476,,,,-0.0,14.082670105079067,,3.215151547571922,,,0.42639310513276807,-0.7066212747913877,-32.860013137050345,-73071700.0,0.3526027683832502,89.334985878863,-0.9460211463550362,-0.36591740721380034,,15.691692633311776,,,,,,,196868000.0,,,,,,,,,-272144000.0,,,,,,,,,,,,,,,,49217000.0,-68036000.0,-57360000.0,2.186059221334724,2.829841652094576
2011-Q3,28951000.0,6710000.0,32222000.0,-24000.0,1806617000.0,5926000.0,386082000.0,235886000.0,69627000.0,95000.0,-254414000.0,61048000.0,8905000.0,19410000.0,-102760000.0,210000.0,5862000.0,4575000.0,2599000.0,3109000.0,700000.0,992000.0,45182000.0,652000.0,195000.0,179034000.0,386082000.0,85565000.0,292216000.0,-171747000.0,-93533000.0,-102970000.0,2372000.0,310170000.0,114603000.0,-95193000.0,22730000.0,-16147000.0,12274000.0,-6770000.0,23055000.0,10839000.0,741000.0,3174000.0,330636000.0,114636000.0,55379000.0,-414982000.0,80458000.0,59224000.0,13313000.0,5417000.0,-576000.0,963000.0,207048000.0,967000.0,15596000.0,2.7568047683047974,2.2287617600654475,0.8137322503360018,150321000.0,11.99076005961252,30.44010539660444,1.3511575406135186,270.13874328397327,2.108666367310283,173.0951873935264,127.48366128705132,24.12438787939049,-118.31390290586393,-127.97981555594222,-26.670500049212343,-49.732429195162474,0.8646980410339632,0.4637201423531789,-488.16923076923075,142.43829078525442,68.829699967685,73.60859081756942,0.7018563104085976,0.2083961438243689,-0.22390016509663008,7.365333465907678,6.732705262372915,9.74546026446001,-0.07462367679906769,-0.20435967302452315,63.47603470345613,51.34634605209008,0.0,-0.28660750824954284,0.09550324392850928,-23.757308238801798,0.0255692689598259,1.2264601097690144,0.535686702708461,,-6.374127583680938,,-0.0,11.616624346657591,1.0,3.215151547571922,10.25697254572998,0.2083961438243689,0.6656722146620608,-0.9491581995897465,-49.73242919516247,-101446450.0,0.3504938695173261,97.48440179969674,-0.9460211463550362,-0.36591740721380034,0.44560436764603206,7.5526852481305236,63.47603470345613,,,,,,321832000.0,,,51.34634605209008,,,,,,-411880000.0,,0.0,,,65.9571129707113,,,0.0,,0.0,,0.0,,1.0390868503183308,-0.0,129675000.0,-171006000.0,-152553000.0,2.186059221334724,2.829841652094576
2011-Q4,28951000.0,6710000.0,32222000.0,-3000.0,1806617000.0,5926000.0,386082000.0,235886000.0,9277000.0,95000.0,-254414000.0,102408000.0,8905000.0,9535000.0,-55714000.0,26000.0,5862000.0,168000.0,2192000.0,2042000.0,700000.0,2531000.0,45182000.0,1353000.0,159000.0,179034000.0,386082000.0,85565000.0,155419000.0,-14244000.0,-80825000.0,-55740000.0,183000.0,310170000.0,61432000.0,-51897000.0,22730000.0,-16147000.0,12274000.0,-1445000.0,11884000.0,10839000.0,497000.0,3174000.0,330636000.0,114636000.0,19282000.0,-414982000.0,111943000.0,42150000.0,1434000.0,5417000.0,-576000.0,963000.0,-199714000.0,967000.0,15596000.0,2.7568047683047974,2.2287617600654475,0.10842049903582072,150321000.0,16.68301043219076,21.87854533110601,2.266566331725023,161.0365401140536,3.5372871403405757,103.18642098273574,79.72866446242386,8.517727772169765,-46.360201173811674,-49.793198324147106,-14.43734750648826,27.90991117297736,-0.896451926254544,0.4637201423531789,-326.39622641509436,54.87792894598144,17.22483764058494,37.653091305396494,0.9765082522069856,0.28994617723696003,-0.21320416218155722,5.293765577124073,4.839069883780138,9.74546026446001,-0.03964836742016505,-0.046666905984133256,39.13221805165428,-45.86772846460134,0.0,-0.1500976476499811,0.019742190221809314,-12.951929508147625,0.007353993284905679,1.2264601097690144,0.7453127912860529,,85.5280366602422,,-0.0,2.334288318791509,1.0,3.215151547571922,78.18661723179511,0.28994617723696003,1.116664922014027,-1.860810296463667,27.909911172977353,-68974450.0,0.49450264495384294,27.840954771624844,-0.9460211463550362,-0.36591740721380034,0.3551653397475745,6.894510226049516,39.13221805165428,,,-24.343816651801852,,,447772000.0,,,-45.86772846460134,,,-97.21407451669143,,,-222960000.0,,0.0,,,-45.48233588604204,,,-86.67614574805751,,-196.4578262045516,,0.0,,-1.1622733939079468,20116666.666666668,241618000.0,-226746000.0,-204450000.0,2.186059221334724,2.829841652094576
2012-Q1,56141000.0,9539000.0,32222000.0,-3000.0,1806617000.0,5926000.0,713448000.0,372838000.0,99558000.0,104000.0,48941000.0,31002000.0,8905000.0,18028000.0,-48791000.0,150000.0,5862000.0,13550000.0,798000.0,1423000.0,700000.0,65000.0,50082000.0,383000.0,40000.0,489403000.0,713448000.0,191339000.0,34283000.0,10111000.0,-43297000.0,-48941000.0,2372000.0,310170000.0,65374000.0,-47346000.0,22371000.0,-16147000.0,14915000.0,-1485000.0,20476000.0,9414000.0,3706000.0,3174000.0,330636000.0,298414000.0,41162000.0,-669392000.0,49030000.0,24212000.0,5926000.0,5417000.0,-576000.0,963000.0,224045000.0,967000.0,15596000.0,1.948572951672163,1.6868280904572512,0.5203225688437799,181499000.0,5.13995177691582,71.01233938405058,0.6190247993291003,589.6371201857944,0.5522167399939438,660.9723566221534,-0.322897052308349,36.769324903120534,-96.56536814195391,-99.8184784825617,-6.859785156030992,-21.844272355999912,2.184395991876632,0.685968704096164,-1183.65,133.33469304507443,83.95268203140934,49.3820110136651,0.164301942938334,0.06872259786277346,-0.41838131627878467,12.086477666734652,11.048337752396492,9.74546026446001,-0.3059398050714125,-0.3074337480273001,-56.200923684375084,-12.197703623968426,84.7918317870297,-0.08958466489498884,0.3053844584947991,-6.801166040041447,0.028677919744727633,1.0011742444575662,0.1439476233815801,11.627079885329364,-62.617774836868904,0.12534892313039495,-0.0,9.064765809037231,1.479273038723679,1.7516674271297439,-50.025280158414596,0.0891835602484698,0.12986153464649783,-0.8839385125284365,-21.844272355999912,-87720400.0,0.43797677469510715,125.71486844788905,-0.9460211463550362,-0.36591740721380034,0.9476006527677803,3.259026174373225,-56.200923684375084,,290648000.0,-95.33314173602936,0.6747681043736754,72662000.0,196120000.0,,86.58308331727726,-12.197703623968426,,-275687000.0,33.67002484063292,0.7100951441308441,-68921750.0,-195764000.0,,84.7918317870297,,1871694000.0,-8.769293022718072,,-251796000.0,973.1702058855234,,-212.18292157785635,,173.35757453891438,,0.15603467786341918,-30093666.666666668,290648000.0,-275687000.0,-251796000.0,2.186059221334724,2.829841652094576
2012-Q2,56141000.0,9539000.0,32222000.0,-3000.0,1806617000.0,12852000.0,713448000.0,372838000.0,99558000.0,104000.0,-107844000.0,70665000.0,8905000.0,36536000.0,-107555000.0,289000.0,5862000.0,16598000.0,1083000.0,-158000.0,1700000.0,149000.0,50082000.0,652000.0,86000.0,489403000.0,713448000.0,191339000.0,298618000.0,-13011000.0,-65785000.0,-107844000.0,7306000.0,310171.0,142621000.0,-106085000.0,22371000.0,-16147000.0,14915000.0,-1556000.0,74790000.0,9414000.0,4917000.0,3174000.0,330636000.0,298414000.0,93693000.0,-669392000.0,107201000.0,48928000.0,12852000.0,5417000.0,1227000.0,2099000.0,224045000.0,967000.0,15596000.0,1.948572951672163,1.6868280904572512,0.5203225688437799,181499000.0,11.238180102736136,32.478568296937524,1.4109859829879,258.68435576310765,1.2587057587146648,289.9804004811434,1.182523578901737,34.08177162526469,-98.95896493502859,-100.59980783761347,-15.115887913344771,-48.13497288491151,2.184395991876632,0.685968704096164,-1233.546511627907,133.04073656029328,87.3993712745217,45.64136528577159,0.35923582673735144,0.1502576221392449,-0.693501724713475,11.988694135315901,5.053124504435593,9.74546026446001,-0.15244241682430176,-0.26869973501929245,118.6436875382419,120.35512147279377,0.0,-0.174201903993003,0.1533567783882613,-15.238915628728867,0.031487677860370156,1.0011742444575662,0.31473239188514723,12.785107822165708,0.4820330578674259,0.11831499458021937,-0.0,9.011295671745396,1.0,1.7516674271297439,-0.781329355051767,0.1502576221392449,0.29600236584074474,-1.0741778446171102,-48.13497288491151,-131774650.0,0.3899544256241128,157.16551151575078,-0.9460211463550362,-0.36591740721380034,0.5043920220296919,1.6310596787952971,118.6436875382419,117.81295080967959,348632000.0,174.844611222617,1.229961678790243,87158000.0,428804000.0,72.99531118743472,72.18270267789532,120.35512147279377,58.510200482097716,-315495000.0,132.5528250967622,1.3672990063233965,-78873750.0,-431376000.0,73.36245149577927,0.0,84.7918317870297,2199060000.0,124.06327884087358,84.94595536959552,-300521000.0,0.0,42.98763410745832,0.0,8.20920752675709,0.0,173.35757453891438,1.045679558812472,-0.0,397849000.0,-383531000.0,-357881000.0,2.186059221334724,2.829841652094576
2012-Q3,56141000.0,9539000.0,32222000.0,-3000.0,1806617000.0,20737000.0,713448000.0,372838000.0,99558000.0,104000.0,-172946000.0,111107000.0,8905000.0,53760000.0,-172545000.0,377000.0,5862000.0,11540000.0,2291000.0,1185000.0,2800000.0,228000.0,50082000.0,1420000.0,166000.0,489403000.0,713448000.0,191339000.0,392227000.0,-191181000.0,-87276000.0,-172922000.0,568000.0,310171.0,224321000.0,-170561000.0,22371000.0,-16147000.0,14915000.0,-2150000.0,143634000.0,9414000.0,7812000.0,3174000.0,330636000.0,298414000.0,147776000.0,-669392000.0,164867000.0,76545000.0,20737000.0,5417000.0,2078000.0,3072000.0,224045000.0,967000.0,15596000.0,1.948572951672163,1.6868280904572512,0.5203225688437799,181499000.0,17.283467868749344,21.118446990604546,2.2185016572820575,164.52545744192534,1.9790705544967135,184.4300089103297,1.213895522200204,32.60810228851135,-103.45369297676308,-104.88575639758109,-24.237505746739778,-77.18181615300497,2.184395991876632,0.685968704096164,-1027.4759036144578,136.06179526527444,89.63346212401511,46.42833314125932,0.552477430683547,0.23108481627252442,-0.8306288384358266,12.578017432233255,3.2856787592422982,9.74546026446001,-0.07358809174078486,-0.21849372627430527,53.792408652904356,60.344571788880245,0.0,-0.2602109754319866,0.0771834266408681,-24.50077474243884,0.024372305399830305,1.0011742444575662,0.484034526291066,13.09812213160676,-3.4922829423025235,0.11851592850226576,-0.0,9.244341813740132,1.0,1.7516674271297439,-4.285948559967622,0.23108481627252442,0.4654062812066458,-1.2916603605117511,-77.18181615300497,-180131650.0,0.3637938501515808,176.75459612900096,-0.9460211463550362,-0.36591740721380034,0.872760834423591,1.36535547819248,53.792408652904356,104.9106366054339,433041000.0,-64.85127888533755,1.5228765867435186,108260250.0,659468000.0,72.16893519545795,106.9986444701541,60.344571788880245,67.93434981062445,-385447000.0,-60.010549683913524,1.794508713260189,-96361750.0,-691688000.0,74.43042521699164,0.0,84.7918317870297,2526426000.0,60.77767827685348,79.17388883636403,-375889000.0,0.0,42.98763410745832,0.0,8.20920752675709,0.0,173.35757453891438,1.1298560484439653,-0.0,562716000.0,-556453000.0,-528442000.0,2.186059221334724,2.829841652094576
2012-Q4,56141000.0,9539000.0,32222000.0,-3000.0,1806617000.0,21156000.0,713448000.0,372838000.0,69627000.0,104000.0,-154328000.0,86013000.0,8905000.0,30731000.0,-154155000.0,173000.0,5862000.0,3222000.0,3515000.0,4977000.0,5100000.0,992000.0,50082000.0,951000.0,258000.0,489403000.0,713448000.0,191339000.0,338045000.0,-180297000.0,-127817000.0,-154328000.0,4482000.0,310171000.0,177569000.0,-146838000.0,22371000.0,-16147000.0,14915000.0,-6583000.0,40203000.0,9414000.0,1350000.0,3174000.0,330636000.0,298414000.0,92996000.0,-669392000.0,116744000.0,84573000.0,21156000.0,3757000.0,2231000.0,3891000.0,-253523000.0,967000.0,15596000.0,1.948572951672163,1.6868280904572512,0.36389340385389285,181499000.0,12.238599433902925,29.82367402179127,1.7174433928357493,212.52519967911826,1.5320888477226982,238.2368362921884,4.112037408721136,26.323408483519493,-125.77777016377716,-132.19351743986843,-21.631289175945547,60.87337243563701,-1.9304086808691914,0.685968704096164,-569.1395348837209,152.10117864729665,79.65805523196053,72.44312341533612,0.39121488938186544,0.16363350937980062,-0.2605036027162926,18.12170218597958,3.218152538888508,9.74546026446001,-0.053127105904307706,-0.1122247088968895,-29.188982634487193,-10.752824973109265,0.0,-0.22780496966842714,0.07023059000890838,-21.093009314147046,0.015703617443867085,1.0011742444575662,0.3427497724670444,4.430172704409302,-8.34742076555829,0.11473273844585948,-0.0,11.91424178769943,1.0,1.7516674271297439,-27.30776104228734,0.16363350937980062,0.3602922450019101,-1.8348057513313225,60.873372435636995,-162339400.0,0.3304550733364876,114.09494278078532,-0.9460211463550362,-0.36591740721380034,4.480072029510125,4.8532994660722615,-29.188982634487193,4.288789830538753,437842000.0,-82.98139128739155,1.066539984743355,109460500.0,466976000.0,79.7626239929997,105.82538906728911,-10.752824973109265,176.87118765697883,-484035000.0,-71.09739676198951,1.275345791110147,-121008750.0,-617312000.0,63.69204578705329,0.0,84.7918317870297,2853792000.0,-13.908806819847442,182.9412104745939,-470830000.0,-30.063882360031336,650.5335776651935,-213.15717824544177,26.94302853079904,0.0,173.35757453891438,0.47650879080019704,9977000.0,679460000.0,-710781000.0,-675280000.0,2.186059221334724,2.829841652094576
2013-Q1,303382000.0,26842000.0,57543000.0,-3000.0,1806617000.0,10711000.0,1114190000.0,524768000.0,255266000.0,115000.0,-89879000.0,19957000.0,15525000.0,10210000.0,-89814000.0,59000.0,5862000.0,4050000.0,790000.0,-2483000.0,1600000.0,65000.0,268504000.0,2612000.0,90000.0,989490000.0,1114190000.0,539108000.0,92831000.0,-66227000.0,-63300000.0,-89873000.0,28267000.0,562300000.0,98973000.0,-88763000.0,21963000.0,-16147000.0,25170000.0,-1076000.0,54774000.0,8438000.0,8993000.0,3174000.0,609772000.0,552229000.0,68391000.0,-1065606000.0,30167000.0,30582000.0,10711000.0,6315000.0,869000.0,484000.0,124700000.0,9710000.0,15596000.0,0.973400506021057,0.47534816771407584,0.4734969616477589,-14340000.0,1.123873034796215,324.7697815493751,0.07432663945416083,4910.756125670191,0.06578175369665966,5548.651099864709,-313.1251926451432,33.844929890277456,-294.23873769350615,-297.91825504690553,-8.066218508512911,-72.07137129109864,7.934963913392141,0.8880801299598812,-986.2555555555556,328.0836675837836,226.70799217688202,101.37567540690158,0.0546276997405062,0.02707527441459715,-0.6094600158000735,35.505685020055026,20.93347034839394,9.436805888102437,-0.0174357148420549,-0.0656913176119536,-74.15969985609539,-41.764942201026386,56.16975588970745,-0.08206858794281047,0.051944177412404285,-11.576131751645852,0.002724828807022303,1.2261347034295331,0.05118064816040121,3.65171645681886,-29.89746939920257,0.05712118836034158,-0.0,10.822143412849968,1.294636511340587,1.2768760740882183,-165.7247376070371,0.033012007848381354,0.04517374132832575,-1.5146324348514353,-72.07137129109863,-124080450.0,0.1492886490912547,408.2772566048994,-0.9460211463550362,-0.36591740721380034,0.5735134498067566,1.2350761630300535,-74.15969985609539,-38.472363858861925,418979000.0,-44.9707172216082,0.2880048880731492,104744750.0,120668000.0,85.88429799906652,128.5983307039255,-41.764942201026386,83.63539772378988,-524967000.0,-31.012117227917123,0.6847897105913324,-131241750.0,-359492000.0,72.75324667942976,56.16975588970745,56.16975588970745,3254534000.0,-39.55038886391806,87.47729480843154,-512247000.0,266.61927125971243,156.39928483898836,-149.18685878598785,-44.34153853020598,102.18306794196192,102.18306794196192,0.5333137666504094,-61879666.666666664,709627000.0,-800654000.0,-764043000.0,2.186059221334724,2.829841652094576
2013-Q2,303382000.0,26842000.0,57543000.0,-3000.0,1806617000.0,23254000.0,1114190000.0,524768000.0,255266000.0,115000.0,-195476000.0,41848000.0,15525000.0,14972000.0,-195308000.0,168000.0,5862000.0,1483000.0,1199000.0,-2580000.0,3500000.0,149000.0,268504000.0,3678000.0,164000.0,989490000.0,1114190000.0,539108000.0,165011000.0,-82159000.0,-127564000.0,-195476000.0,30167000.0,562300000.0,209910000.0,-194938000.0,21963000.0,-16147000.0,25170000.0,-385000.0,112777000.0,8438000.0,10391000.0,3174000.0,609772000.0,552229000.0,143245000.0,-1065606000.0,56820000.0,66665000.0,23254000.0,6315000.0,1682000.0,1090000.0,124700000.0,9710000.0,12600000.0,0.973400506021057,0.47534816771407584,0.4734969616477589,-14340000.0,2.116831830713062,172.42749032030974,0.15585615111879153,2341.9030778053907,0.1379383087988081,2646.110447333206,-131.77987920750547,26.349876803942273,-343.0799014431538,-344.0267511439634,-17.54422495265619,-156.757016840417,7.934963913392141,0.8880801299598812,-1188.6463414634147,369.4297782470961,252.1031326997536,117.3266455473425,0.10289209730021422,0.050996688177061364,-0.5769352759418036,40.92573037662795,11.114044350580782,9.436805888102437,0.005611942131003294,-0.08601798185430193,88.35150992806709,117.50247571573217,0.0,-0.1744576777748858,-0.01930658218936994,-25.423070101307292,-0.0019075540531611145,1.2261347034295331,0.09639952360108717,4.009803720944349,-23.736635323668224,0.03547268008631303,-0.0,11.078081082368636,1.0,1.2768760740882183,-46.108496097057866,0.050996688177061364,0.0947251955257692,-1.8052033006822181,-156.75701684041698,-203711700.0,0.10452022758211456,450.58430130235837,-0.9460211463550362,-0.36591740721380034,0.25732986418308484,0.27522560314309685,88.35150992806709,-46.996763089896554,368598000.0,162.51120978416247,0.616606709748832,92149500.0,227280000.0,74.55423694511644,146.17550827731026,117.50247571573217,81.25811357145507,-612599000.0,159.26741791675857,1.276371655846647,-153149750.0,-781904000.0,71.60394695505768,0.0,56.16975588970745,3655276000.0,119.61628155875759,83.75642173728615,-601100000.0,0.0,156.39928483898836,0.0,-44.34153853020598,0.0,102.18306794196192,1.3538679945158296,-0.0,766447000.0,-996130000.0,-958981000.0,2.186059221334724,2.829841652094576
2013-Q3,303382000.0,26842000.0,57543000.0,-3000.0,1806617000.0,35729000.0,1114190000.0,524768000.0,255266000.0,115000.0,-306282000.0,100714000.0,15525000.0,6210000.0,-305998000.0,284000.0,5862000.0,-375000.0,3635000.0,-1751000.0,5500000.0,228000.0,268504000.0,4089000.0,203000.0,989490000.0,1114190000.0,539108000.0,205190000.0,-146173000.0,-228590000.0,-306282000.0,36240000.0,562300000.0,309610000.0,-303400000.0,21963000.0,-16147000.0,25170000.0,-2573000.0,175175000.0,8438000.0,18078000.0,8052000.0,609772000.0,552229000.0,205146000.0,-1065606000.0,106924000.0,104464000.0,35729000.0,6315000.0,2640000.0,2545000.0,124700000.0,9710000.0,12600000.0,0.973400506021057,0.47534816771407584,0.4734969616477589,-14340000.0,3.983458758661799,91.62891399498709,0.37509310848255517,973.091725082908,0.33197091455656563,1099.4939134579106,-34.77327438001544,5.8078635292357195,-283.7529460177322,-286.4483184317833,-27.489207406277206,-245.6150761828388,7.934963913392141,0.8880801299598812,-1494.5812807881773,289.56080954696796,191.8615091092739,97.69930043769406,0.19362257324407084,0.09596567910320501,-0.5719402380812454,33.415323033182446,5.906064120309753,9.436805888102437,0.006941315519684473,-0.09281106412460212,88.18021823301653,56.68521966891076,0.0,-0.27298396144284187,-0.019883281583180576,-39.56827026406669,-0.00369686409938061,1.2261347034295331,0.18140483388811413,12.047436760206867,40.68367209419514,0.028076632851351372,-0.0,11.540001937921902,1.0,1.2768760740882183,57.578432712180074,0.09596567910320501,0.22797154803532593,-2.081521257224639,-245.6150761828388,-285058200.0,0.030271123979994735,355.6928285511204,-0.9460211463550362,-0.36591740721380034,2.8466739882227436,0.9409629034680458,88.18021823301653,-35.14529893793179,310655000.0,-0.17129169505055586,1.3767555648549032,77663750.0,427696000.0,82.85420617118493,111.47671854629735,56.68521966891076,77.12147673517539,-745959000.0,-60.81725604682141,1.6423529979529705,-186489750.0,-1225128000.0,71.13153710441146,0.0,56.16975588970745,4056018000.0,55.63922888302948,77.88357244622159,-733939000.0,0.0,156.39928483898836,0.0,-44.34153853020598,0.0,102.18306794196192,0.630971775733222,-0.0,873371000.0,-1302412000.0,-1262381000.0,2.186059221334724,2.829841652094576
